date,open,high,low,close,volume,oi,store_name,category_name,zip_code,availability,sum_cpi,count_cpi,TRUE,Amazon Marketplace,"D1_PAINT, SUNDRIES AND CLEANING"
11/13/1990,188.67,190.85,187.79,189.88,1233700,0,Amazon Marketplace,D3_ELECTRICAL,18233,FALSE,235500,1884,,,
11/14/1990,189.88,192.67,189.13,192.45,1308100,0,Grainger,"D1_PAINT, SUNDRIES AND CLEANING",65265,TRUE,153405,1461,,,
11/15/1990,192.45,192.45,188.63,189.55,1179700,0,WalMart,"D1_PAINT, SUNDRIES AND CLEANING",19333,FALSE,153878,1637,,,
11/16/1990,189.55,189.55,183.16,184.96,1319700,0,Menards,D6_HOUSEWARES,6492,TRUE,123057,1089,,,
11/19/1990,184.96,187.49,184.96,187.04,1082600,0,WalMart,D2_HAND AND POWER TOOLS,19816,FALSE,161186,1942,,,
11/20/1990,187.04,187.54,183.07,183.32,1266800,0,Do it Best,D9_CHRISTMAS,32074,TRUE,104052,1334,,,
11/21/1990,183.32,184.2,182.36,183.93,1166700,0,Tractor Supply,DW_WINTER GOODS,15508,FALSE,168120,1868,,,
11/23/1990,183.93,185.26,183.87,184.28,694200,0,Amazon,D4_PLUMBING,65490,TRUE,176520,1471,,,
11/26/1990,184.28,185.21,181.8,185.12,847300,0,Sears,D8_AUTOMOTIVE / SPORTING GOODS /,41861,FALSE,101436,1284,,,
11/27/1990,185.12,189.35,185.12,189.18,1146000,0,Home Depot,D5_HARDWARE,66748,FALSE,125316,1062,,,
11/28/1990,189.18,191.68,189.18,189.7,1285900,0,Menards,D4_PLUMBING,50969,FALSE,133431,1689,,,
11/29/1990,189.7,191.16,188.3,191.11,1141900,0,Sears,D9_CHRISTMAS,68394,TRUE,189051,1537,,,
11/30/1990,191.11,193.05,188.99,192.58,1312800,0,Walmart Marketplace,"D1_PAINT, SUNDRIES AND CLEANING",3168,FALSE,231426,1978,,,
12/03/1990,192.65,195.46,192.65,194.52,1238100,0,Home Depot,D3_ELECTRICAL,67600,FALSE,141846,1509,,,
12/04/1990,194.52,195.78,192.96,195.6,1248500,0,Amazon,"D1_PAINT, SUNDRIES AND CLEANING",46965,TRUE,190250,1522,,,
12/05/1990,195.6,199.33,194.9,199.02,1480800,0,Amazon Marketplace,D8_AUTOMOTIVE / SPORTING GOODS /,69350,FALSE,146676,1438,,,
12/06/1990,199.02,203.49,198.41,199.49,1894400,0,Menards,D5_HARDWARE,17733,TRUE,121548,1447,,,
12/07/1990,199.49,199.71,197.07,199.35,1245800,0,Sears Marketplace,"D1_PAINT, SUNDRIES AND CLEANING",66536,FALSE,140679,1421,,,
12/10/1990,199.35,199.71,197.75,199.44,1112500,0,Sears Marketplace,D3_ELECTRICAL,46649,TRUE,175208,1448,,,
12/11/1990,199.44,199.44,196.19,196.55,1287000,0,Orchard Supply,D2_HAND AND POWER TOOLS,56326,TRUE,153504,1312,,,
12/12/1990,196.55,198.02,194.99,198.02,1223000,0,WalMart,"D1_PAINT, SUNDRIES AND CLEANING",51660,FALSE,144704,1292,,,
12/13/1990,198.02,198.59,197.01,198.03,1220200,0,Do it Best,D4_PLUMBING,62270,FALSE,107361,1359,,,
12/14/1990,198.03,198.04,194.72,196.13,1195000,0,Sears Marketplace,D5_HARDWARE,42813,TRUE,210576,1968,,,
12/17/1990,196.13,196.13,193.38,195.05,1118700,0,Amazon,DW_WINTER GOODS,41075,FALSE,206238,1858,,,
12/18/1990,195.05,199.46,195.05,199.24,1319800,0,Sears Marketplace,D8_AUTOMOTIVE / SPORTING GOODS /,35043,TRUE,151248,1644,,,
12/19/1990,199.26,200.79,198.93,200.41,1462100,0,Do it Best,D8_AUTOMOTIVE / SPORTING GOODS /,48186,FALSE,109048,1268,,,
12/20/1990,200.41,202.2,197.74,201.51,1674000,0,Amazon,D6_HOUSEWARES,35312,TRUE,163737,1449,,,
12/21/1990,201.51,203.01,200.88,202.76,1476100,0,Sears Marketplace,D9_CHRISTMAS,56638,TRUE,162648,1506,,,
12/24/1990,202.76,202.76,200.68,201.22,442100,0,Sears,D8_AUTOMOTIVE / SPORTING GOODS /,2100,TRUE,89544,1148,,,
12/26/1990,201.22,202.26,200.12,200.57,723700,0,Sears,D2_HAND AND POWER TOOLS,18143,FALSE,189211,1837,,,
12/27/1990,200.57,201.17,198.62,199.16,1027200,0,Tractor Supply,D9_CHRISTMAS,24205,FALSE,83740,1060,,,
12/28/1990,199.16,199.58,198.04,199.42,1323300,0,Sears,D9_CHRISTMAS,65938,FALSE,249125,1993,,,
12/31/1990,199.42,200.53,198.38,200.53,1288700,0,Walmart Marketplace,D5_HARDWARE,4161,FALSE,114444,1156,,,
01/02/1991,200.53,200.8,199.04,199.76,920200,0,Orchard Supply,D3_ELECTRICAL,5219,TRUE,139316,1201,,,
01/03/1991,199.76,199.8,196.16,196.4,1083900,0,WalMart,D8_AUTOMOTIVE / SPORTING GOODS /,63812,TRUE,157290,1605,,,
01/04/1991,196.4,198.07,195.67,196.82,1038300,0,Do it Best,D5_HARDWARE,20915,FALSE,239459,1979,,,
01/07/1991,196.82,196.82,192.21,192.35,1094600,0,Tractor Supply,D9_CHRISTMAS,50071,FALSE,166431,1913,,,
01/08/1991,192.35,193.15,190.9,192.09,1117300,0,WalMart,D5_HARDWARE,40107,FALSE,227058,1846,,,
01/09/1991,192.09,197.43,191.16,191.68,1457800,0,Home Depot,DW_WINTER GOODS,14867,FALSE,152680,1388,,,
01/10/1991,191.68,196.35,191.68,196.08,1101400,0,Lowes,D6_HOUSEWARES,38793,TRUE,162136,1559,,,
01/11/1991,196.08,196.41,194.58,196.2,1076500,0,Do it Best,D8_AUTOMOTIVE / SPORTING GOODS /,64262,TRUE,140697,1737,,,
01/14/1991,196.2,196.2,191.55,193.77,1018100,0,Sears,D8_AUTOMOTIVE / SPORTING GOODS /,50385,TRUE,134725,1585,,,
01/15/1991,193.77,195.57,192.71,195.34,1025700,0,Amazon Marketplace,D4_PLUMBING,18975,TRUE,119132,1027,,,
01/16/1991,195.34,203.07,195.34,202.96,1221600,0,Sears Marketplace,"D1_PAINT, SUNDRIES AND CLEANING",27128,TRUE,164010,1491,,,
01/17/1991,202.96,213.71,202.96,209.26,2123500,0,Do it Best,D8_AUTOMOTIVE / SPORTING GOODS /,7865,TRUE,199760,1816,,,
01/18/1991,209.26,211.63,205.61,211.49,1386600,0,Grainger,D6_HOUSEWARES,5246,TRUE,181104,1848,,,
01/21/1991,211.49,214.82,208.98,214.37,969600,0,Sears Marketplace,D8_AUTOMOTIVE / SPORTING GOODS /,23651,FALSE,155664,1656,,,
01/22/1991,214.37,214.86,211.55,211.98,1311800,0,Petco,"D1_PAINT, SUNDRIES AND CLEANING",12094,TRUE,188005,1979,,,
01/23/1991,211.98,216.11,210.74,215.83,1338400,0,Grainger,D4_PLUMBING,42999,FALSE,153882,1494,,,
01/24/1991,215.83,220.64,215.83,219.79,1765600,0,Orchard Supply,D9_CHRISTMAS,27328,TRUE,109674,1354,,,
01/25/1991,219.79,222.08,218.99,221.01,1587900,0,Walmart Marketplace,D2_HAND AND POWER TOOLS,49053,FALSE,138912,1447,,,
01/28/1991,221.01,223.49,220.04,222.24,1285000,0,Grainger,DW_WINTER GOODS,50210,TRUE,107508,1156,,,
01/29/1991,222.24,224.57,221.04,224.47,1520600,0,Orchard Supply,D2_HAND AND POWER TOOLS,63823,TRUE,122610,1005,,,
01/30/1991,224.47,229.29,223.68,229.27,2026600,0,Sears,D9_CHRISTMAS,14825,TRUE,120360,1180,,,
01/31/1991,229.27,232.68,228.76,232.43,1772600,0,Sears,DW_WINTER GOODS,7165,FALSE,117276,1348,,,
02/01/1991,232.43,236.01,231.27,234.45,1682200,0,Amazon,"D1_PAINT, SUNDRIES AND CLEANING",34119,TRUE,93555,1215,,,
02/04/1991,234.45,237.4,233.13,236.87,1859400,0,Sears Marketplace,D8_AUTOMOTIVE / SPORTING GOODS /,13347,TRUE,169545,1905,,,
02/05/1991,236.87,241.73,236.29,241.57,2085100,0,Walmart Marketplace,D2_HAND AND POWER TOOLS,16082,TRUE,119105,1435,,,
02/06/1991,241.57,247.49,240.3,247.05,2195900,0,Walmart Marketplace,D8_AUTOMOTIVE / SPORTING GOODS /,52407,FALSE,155057,1303,,,
02/07/1991,247.05,249.29,241.59,243.43,2456000,0,Menards,D9_CHRISTMAS,30438,TRUE,90080,1126,,,
02/08/1991,243.43,245.12,241.54,244.48,1681900,0,Home Depot,D6_HOUSEWARES,14026,TRUE,204120,1944,,,
02/11/1991,244.48,249.54,244.48,249.3,1848400,0,Tractor Supply,D3_ELECTRICAL,30631,FALSE,116802,1134,,,
02/12/1991,249.3,250.46,247.5,248.2,2007400,0,Do it Best,D3_ELECTRICAL,13321,TRUE,150568,1711,,,
02/13/1991,248.2,250.38,246.57,250.34,1765800,0,Home Depot,D3_ELECTRICAL,2963,FALSE,159464,1286,,,
02/14/1991,250.34,251.71,244.46,245.59,1916700,0,Home Depot,D5_HARDWARE,8723,TRUE,168116,1586,,,
02/15/1991,245.59,249.24,245.59,248.34,1550300,0,Sears Marketplace,DW_WINTER GOODS,3288,TRUE,170387,1687,,,
02/19/1991,248.34,251.07,247.54,250.82,1328900,0,WalMart,D9_CHRISTMAS,17949,FALSE,231750,1854,,,
02/20/1991,250.04,250.04,247.29,247.76,1422400,0,Amazon Marketplace,D8_AUTOMOTIVE / SPORTING GOODS /,61953,FALSE,124720,1559,,,
02/21/1991,247.76,249.18,246.65,246.85,1428100,0,Home Depot,"D1_PAINT, SUNDRIES AND CLEANING",62172,TRUE,94956,1158,,,
02/22/1991,246.85,252.85,246.71,248.63,1770100,0,Petco,D6_HOUSEWARES,6028,TRUE,102487,1331,,,
02/25/1991,248.63,252.54,248.4,250.04,1492600,0,Walmart Marketplace,DW_WINTER GOODS,19873,FALSE,171392,1664,,,
02/26/1991,250.04,250.04,246.38,247.8,1304600,0,Petco,D2_HAND AND POWER TOOLS,43038,TRUE,142848,1152,,,
02/27/1991,247.8,250.06,246.68,249.71,1619200,0,Tractor Supply,D5_HARDWARE,44318,TRUE,108784,1046,,,
02/28/1991,249.71,251.35,248.12,250.12,1714600,0,Lowes,D8_AUTOMOTIVE / SPORTING GOODS /,51319,FALSE,131037,1409,,,
03/01/1991,250.12,252.87,247.79,252.39,1605300,0,Sears,D9_CHRISTMAS,4048,TRUE,176796,1637,,,
03/04/1991,252.39,253.93,251.21,253.38,1497900,0,Grainger,D6_HOUSEWARES,35206,TRUE,112710,1445,,,
03/05/1991,253.38,262.98,253.38,262.18,2248800,0,Menards,"D1_PAINT, SUNDRIES AND CLEANING",13972,FALSE,213556,1841,,,
03/06/1991,262.18,267.39,262.18,263.15,2830800,0,WalMart,DW_WINTER GOODS,32589,TRUE,111644,1469,,,
03/07/1991,263.15,265.45,261.49,264.57,1918900,0,Petco,"D1_PAINT, SUNDRIES AND CLEANING",13417,FALSE,146409,1319,,,
03/08/1991,264.57,267.46,262.8,262.86,1879100,0,Sears Marketplace,D5_HARDWARE,16153,FALSE,108405,1095,,,
03/11/1991,262.86,262.86,254.75,255.18,1612500,0,Petco,D5_HARDWARE,2503,TRUE,125376,1306,,,
03/12/1991,255.18,255.18,250.32,250.67,1625100,0,Amazon Marketplace,"D1_PAINT, SUNDRIES AND CLEANING",28625,FALSE,149855,1763,,,
03/13/1991,250.67,257.34,250.67,257.07,1629500,0,Do it Best,D5_HARDWARE,69386,TRUE,150776,1604,,,
03/14/1991,257.07,260.19,254.6,255.79,1994100,0,Grainger,D3_ELECTRICAL,43497,TRUE,179220,1545,,,
03/15/1991,255.79,256.65,252.57,254.63,1577200,0,Amazon,D2_HAND AND POWER TOOLS,14554,FALSE,152412,1954,,,
03/18/1991,254.63,256.95,252.84,255.63,1382900,0,Do it Best,D2_HAND AND POWER TOOLS,40172,FALSE,149477,1541,,,
03/19/1991,255.63,255.63,249.7,253.85,1493400,0,Home Depot,D3_ELECTRICAL,54106,TRUE,160251,1761,,,
03/20/1991,253.85,256.35,252.98,256.09,1614400,0,Home Depot,D2_HAND AND POWER TOOLS,20307,FALSE,113997,1443,,,
03/21/1991,256.09,258.52,252.04,252.97,2069200,0,Walmart Marketplace,D2_HAND AND POWER TOOLS,21807,FALSE,156138,1473,,,
03/22/1991,252.97,253.57,251.31,252.27,1680800,0,Lowes,D9_CHRISTMAS,21480,FALSE,171960,1433,,,
03/25/1991,252.27,256.9,252.23,255.77,1485700,0,Home Depot,DW_WINTER GOODS,49904,TRUE,187782,1841,,,
03/26/1991,255.77,264.83,255.77,264.67,1919700,0,Grainger,D4_PLUMBING,9611,TRUE,125925,1679,,,
03/27/1991,264.67,267.93,264.67,266.55,1943800,0,Lowes,D9_CHRISTMAS,52857,TRUE,186700,1867,,,
03/28/1991,266.55,267.54,264.85,264.9,1843000,0,Walmart Marketplace,D6_HOUSEWARES,64281,FALSE,106682,1301,,,
04/01/1991,264.9,265.1,262.73,264.6,1261900,0,Grainger,D8_AUTOMOTIVE / SPORTING GOODS /,62039,FALSE,189108,1854,,,
04/02/1991,264.6,273.89,264.6,273.85,1996300,0,Home Depot,"D1_PAINT, SUNDRIES AND CLEANING",53051,FALSE,171828,1998,,,
04/03/1991,273.85,277.01,273.85,275.15,2298100,0,Tractor Supply,"D1_PAINT, SUNDRIES AND CLEANING",2986,TRUE,118200,1182,,,
04/04/1991,275.15,279.64,274.28,277.29,2161100,0,Grainger,D4_PLUMBING,45165,TRUE,144300,1924,,,
04/05/1991,277.29,278.92,273.9,275.44,2002600,0,Amazon,"D1_PAINT, SUNDRIES AND CLEANING",50945,FALSE,185334,1817,,,
04/08/1991,275.44,276.01,273.96,275.65,1489300,0,Do it Best,D2_HAND AND POWER TOOLS,44375,FALSE,168672,1506,,,
04/09/1991,275.65,277.46,272.42,272.93,1704700,0,Walmart Marketplace,D9_CHRISTMAS,24856,FALSE,99138,1271,,,
04/10/1991,272.93,274.63,269.51,271.07,1727000,0,Sears,D6_HOUSEWARES,62271,TRUE,189592,1823,,,
04/11/1991,271.07,278.83,271.07,278.45,1979100,0,Do it Best,D6_HOUSEWARES,7776,FALSE,125560,1460,,,
04/12/1991,278.45,280.26,275.86,279.2,1858500,0,Do it Best,D2_HAND AND POWER TOOLS,3755,FALSE,145158,1861,,,
04/15/1991,279.2,279.2,274.64,278.29,1678000,0,Orchard Supply,"D1_PAINT, SUNDRIES AND CLEANING",60278,FALSE,154791,1323,,,
04/16/1991,278.29,282.23,277.57,282.03,2234500,0,Do it Best,D9_CHRISTMAS,39863,FALSE,131424,1184,,,
04/17/1991,282.03,286.05,282.03,283.39,2675600,0,Lowes,D2_HAND AND POWER TOOLS,37005,FALSE,115884,1044,,,
04/18/1991,283.39,283.43,277.73,277.78,2555300,0,Petco,D3_ELECTRICAL,60618,TRUE,158547,1289,,,
04/19/1991,277.78,277.78,273.36,274.01,2180100,0,Sears,DW_WINTER GOODS,23323,TRUE,165773,1709,,,
04/22/1991,274.01,274.01,268.9,271.33,1534400,0,Amazon Marketplace,D4_PLUMBING,39831,FALSE,134460,1494,,,
04/23/1991,271.33,274.62,270.55,272.14,1615500,0,Amazon Marketplace,DW_WINTER GOODS,66838,TRUE,175942,1742,,,
04/24/1991,272.14,275.2,271.76,274.54,1582300,0,Amazon Marketplace,D5_HARDWARE,30472,FALSE,92742,1066,,,
04/25/1991,274.54,275.05,271.77,271.96,1695800,0,Lowes,D6_HOUSEWARES,68222,TRUE,142758,1442,,,
04/26/1991,271.96,271.96,268.63,271.3,1492000,0,Sears,D2_HAND AND POWER TOOLS,29895,FALSE,97097,1261,,,
04/29/1991,271.3,272.74,266.04,266.14,1403000,0,WalMart,D9_CHRISTMAS,49432,FALSE,106210,1118,,,
04/30/1991,266.14,266.2,259.35,263.65,2014700,0,Sears,D3_ELECTRICAL,61400,TRUE,144795,1379,,,
05/01/1991,263.65,264.24,259.69,264.22,1851900,0,Grainger,D4_PLUMBING,23346,TRUE,215397,1841,,,
05/02/1991,264.22,268.2,264.22,266.52,1747900,0,Sears Marketplace,D3_ELECTRICAL,69499,TRUE,170716,1876,,,
05/03/1991,266.52,267.26,265,267.11,1421100,0,Home Depot,DW_WINTER GOODS,48625,TRUE,168920,1640,,,
05/06/1991,267.11,267.4,265.16,267.33,1195800,0,Walmart Marketplace,D5_HARDWARE,65410,TRUE,178700,1787,,,
05/07/1991,267.33,269.73,265.98,266.24,1569300,0,Walmart Marketplace,D9_CHRISTMAS,68062,TRUE,171900,1719,,,
05/08/1991,266.24,268.05,265.02,267.17,1585100,0,Amazon,D5_HARDWARE,19448,TRUE,122816,1216,,,
05/09/1991,267.17,271.89,267.17,271.24,1796200,0,Amazon Marketplace,D2_HAND AND POWER TOOLS,22125,TRUE,218647,1807,,,
05/10/1991,271.24,273.6,268.11,268.71,1583500,0,WalMart,D9_CHRISTMAS,3248,TRUE,145938,1871,,,
05/13/1991,268.71,270.64,267.15,268.99,1260000,0,Do it Best,D4_PLUMBING,2142,FALSE,108744,1182,,,
05/14/1991,268.99,268.99,264.86,266.09,1550300,0,Menards,D6_HOUSEWARES,44240,FALSE,168405,1545,,,
05/15/1991,266.09,266.09,256.55,258.11,1867400,0,Sears,D8_AUTOMOTIVE / SPORTING GOODS /,40762,FALSE,224106,1822,,,
05/16/1991,258.11,261.98,258.11,260.7,1542700,0,Lowes,D5_HARDWARE,11692,FALSE,124042,1138,,,
05/17/1991,260.7,260.89,258.14,260.46,1462000,0,Lowes,D2_HAND AND POWER TOOLS,34882,FALSE,119068,1156,,,
05/20/1991,260.46,261.26,257.83,258.62,1253900,0,Home Depot,D6_HOUSEWARES,61754,TRUE,164910,1434,,,
05/21/1991,258.62,262.47,258.62,261.26,1664600,0,Amazon,D4_PLUMBING,64317,TRUE,176120,1480,,,
05/22/1991,261.26,266.55,261.26,265.69,1617500,0,Orchard Supply,D4_PLUMBING,29460,FALSE,169380,1882,,,
05/23/1991,265.69,267.93,265.69,267.17,1708500,0,Home Depot,D9_CHRISTMAS,63575,TRUE,166440,1752,,,
05/24/1991,267.17,270.02,267.17,269.51,1280000,0,Grainger,D9_CHRISTMAS,24030,TRUE,112400,1405,,,
05/28/1991,269.51,273.43,269.51,273.38,1263300,0,Tractor Supply,D9_CHRISTMAS,48273,FALSE,153218,1846,,,
05/29/1991,273.38,275.68,272.86,274.36,1476300,0,Do it Best,D3_ELECTRICAL,60527,TRUE,188500,1885,,,
05/30/1991,274.36,278.12,273.61,277.24,1506100,0,Sears,D3_ELECTRICAL,18655,FALSE,130361,1693,,,
05/31/1991,277.24,279,275.32,279,1573800,0,WalMart,"D1_PAINT, SUNDRIES AND CLEANING",41402,FALSE,130240,1480,,,
06/03/1991,279,281.42,277.04,280.93,1421600,0,Sears,D5_HARDWARE,65018,TRUE,124400,1555,,,
06/04/1991,280.93,281.32,278.63,281.13,1571500,0,Sears Marketplace,D5_HARDWARE,35488,TRUE,100464,1288,,,
06/05/1991,281.13,281.13,276.86,277.36,1583100,0,Orchard Supply,D9_CHRISTMAS,66546,TRUE,94944,1032,,,
06/06/1991,277.36,277.88,273.87,274.21,1615300,0,Menards,DW_WINTER GOODS,16615,FALSE,160284,1406,,,
06/07/1991,274.21,274.21,268.8,270.57,1458200,0,WalMart,D5_HARDWARE,45310,TRUE,164105,1427,,,
06/10/1991,270.57,271.63,268.12,268.38,1138100,0,Home Depot,D3_ELECTRICAL,57915,FALSE,148507,1531,,,
06/11/1991,268.38,271.01,268.18,269.26,1403200,0,Walmart Marketplace,D5_HARDWARE,33182,TRUE,162180,1590,,,
06/12/1991,269.26,269.26,263.24,265.29,1569100,0,Petco,D5_HARDWARE,43420,TRUE,235375,1883,,,
06/13/1991,265.29,266.56,263.86,264.79,1277000,0,Sears,"D1_PAINT, SUNDRIES AND CLEANING",23083,TRUE,129428,1703,,,
06/14/1991,264.79,268.45,264.79,267.8,1350000,0,Walmart Marketplace,D6_HOUSEWARES,35532,FALSE,225700,1850,,,
06/17/1991,267.8,269.8,267.17,267.57,1166000,0,Do it Best,D5_HARDWARE,44993,FALSE,169580,1390,,,
06/18/1991,267.57,268.46,264.77,265.48,1454200,0,Menards,D2_HAND AND POWER TOOLS,61554,TRUE,159844,1796,,,
06/19/1991,265.48,265.48,260.02,260.27,1508300,0,Lowes,D9_CHRISTMAS,20376,TRUE,146328,1742,,,
06/20/1991,260.27,261.2,257.9,260.56,1439200,0,Grainger,D2_HAND AND POWER TOOLS,5825,TRUE,140178,1149,,,
06/21/1991,260.56,261.97,259.48,260.28,1511300,0,WalMart,D8_AUTOMOTIVE / SPORTING GOODS /,17529,FALSE,159820,1310,,,
06/24/1991,260.28,260.28,250.74,250.88,1241200,0,Menards,D8_AUTOMOTIVE / SPORTING GOODS /,28155,TRUE,111240,1080,,,
06/25/1991,250.88,254.37,250.46,250.99,1290300,0,Sears Marketplace,D9_CHRISTMAS,57293,FALSE,180000,1875,,,
06/26/1991,250.99,253.15,249.79,252.45,1364800,0,Petco,D8_AUTOMOTIVE / SPORTING GOODS /,47066,FALSE,148720,1859,,,
06/27/1991,252.45,255.57,252.45,255.26,1389100,0,Amazon Marketplace,D9_CHRISTMAS,61386,FALSE,152534,1439,,,
06/28/1991,255.26,256.01,251.1,254.2,1603300,0,Sears Marketplace,D5_HARDWARE,37807,FALSE,127558,1357,,,
07/01/1991,254.2,259.92,254.2,259.12,1219300,0,Lowes,"D1_PAINT, SUNDRIES AND CLEANING",13770,TRUE,186715,1745,,,
07/02/1991,259.12,259.12,255.88,256.09,1365400,0,Tractor Supply,D4_PLUMBING,2295,TRUE,181794,1478,,,
07/03/1991,256.09,256.09,251.21,252.43,1250200,0,Grainger,D6_HOUSEWARES,14715,TRUE,129273,1051,,,
07/05/1991,252.43,253.57,251.35,251.98,562600,0,Amazon,D9_CHRISTMAS,6348,TRUE,183560,1765,,,
07/08/1991,251.98,259.08,249.99,258.93,1217900,0,Tractor Supply,D4_PLUMBING,56847,TRUE,130650,1675,,,
07/09/1991,258.93,262.88,258.93,260.68,1514800,0,Grainger,D6_HOUSEWARES,5794,FALSE,207024,1816,,,
07/10/1991,260.68,265.47,260.68,263.33,1716100,0,Amazon Marketplace,D3_ELECTRICAL,52545,FALSE,129564,1062,,,
07/11/1991,263.33,264.14,262.08,263.84,1400300,0,Tractor Supply,D3_ELECTRICAL,28743,TRUE,159220,1676,,,
07/12/1991,263.84,267.73,263.1,267.44,1554700,0,Home Depot,DW_WINTER GOODS,6323,TRUE,161398,1717,,,
07/15/1991,267.44,269.27,266.85,268.9,1379500,0,Grainger,"D1_PAINT, SUNDRIES AND CLEANING",68432,TRUE,145915,1895,,,
07/16/1991,268.9,269.78,264.48,264.48,1569500,0,Do it Best,D6_HOUSEWARES,33330,TRUE,139698,1791,,,
07/17/1991,264.48,264.48,261.73,263.38,1609400,0,Lowes,D3_ELECTRICAL,28113,FALSE,158304,1552,,,
07/18/1991,263.38,266.93,263.38,266.23,1717300,0,Sears Marketplace,D6_HOUSEWARES,27744,TRUE,116004,1381,,,
07/19/1991,266.23,268.05,265.79,266.92,1770000,0,Home Depot,D3_ELECTRICAL,13821,TRUE,144033,1171,,,
07/22/1991,266.92,266.92,263.57,264.34,1279100,0,Amazon,D5_HARDWARE,58563,FALSE,225492,1978,,,
07/23/1991,264.34,265.33,259.3,259.32,1447000,0,Tractor Supply,D4_PLUMBING,30857,TRUE,82000,1025,,,
07/24/1991,259.32,260.51,257.85,257.86,1472500,0,Orchard Supply,D2_HAND AND POWER TOOLS,18835,TRUE,213174,1822,,,
07/25/1991,257.86,261.59,257.86,261.2,1347400,0,Grainger,D3_ELECTRICAL,66221,FALSE,180780,1572,,,
07/26/1991,261.2,264.77,261.2,264.22,1245600,0,Home Depot,D4_PLUMBING,2962,TRUE,148975,1475,,,
07/29/1991,264.22,264.77,262.08,264.63,1216700,0,Amazon,D6_HOUSEWARES,3194,TRUE,136875,1095,,,
07/30/1991,264.63,269.36,264.63,269.32,1522600,0,Tractor Supply,D4_PLUMBING,11586,FALSE,103400,1100,,,
07/31/1991,269.32,272.35,269.06,272.15,1603200,0,Amazon Marketplace,D8_AUTOMOTIVE / SPORTING GOODS /,48789,TRUE,206125,1649,,,
08/01/1991,272.15,274.77,271.61,274.24,1601000,0,Sears Marketplace,D2_HAND AND POWER TOOLS,52438,TRUE,158108,1682,,,
08/02/1991,274.24,277.22,274.24,275.47,1484900,0,Amazon Marketplace,DW_WINTER GOODS,34061,FALSE,124960,1562,,,
08/05/1991,275.47,275.47,272.11,272.16,1170900,0,Grainger,D3_ELECTRICAL,3338,FALSE,140699,1781,,,
08/06/1991,272.16,274.99,271.52,274.74,1497200,0,Orchard Supply,D4_PLUMBING,20794,TRUE,109928,1057,,,
08/07/1991,274.74,276.86,274.68,276.54,1772700,0,Orchard Supply,D4_PLUMBING,51749,FALSE,150960,1480,,,
08/08/1991,276.54,279.77,276.54,278.76,1615900,0,Sears,D6_HOUSEWARES,26159,FALSE,106752,1112,,,
08/09/1991,278.76,280.14,277.23,278.15,1407800,0,Petco,D4_PLUMBING,13084,TRUE,167750,1525,,,
08/12/1991,278.15,280.9,277.07,280.25,1140700,0,Amazon,D5_HARDWARE,58067,TRUE,120384,1056,,,
08/13/1991,280.25,283.73,280.25,282.47,1668200,0,Petco,D9_CHRISTMAS,31486,TRUE,139370,1810,,,
08/14/1991,282.47,284.79,282.47,284.73,1087300,0,Amazon,D5_HARDWARE,13679,FALSE,167328,1743,,,
08/15/1991,284.73,285.23,281.55,281.81,1594800,0,Grainger,D6_HOUSEWARES,2383,TRUE,201705,1695,,,
08/16/1991,281.81,282.48,277.7,279.51,1351000,0,Sears,D8_AUTOMOTIVE / SPORTING GOODS /,26882,FALSE,189588,1554,,,
08/19/1991,279.51,279.51,263.55,271.96,1615900,0,Home Depot,D8_AUTOMOTIVE / SPORTING GOODS /,2725,TRUE,100000,1000,,,
08/20/1991,271.96,275.94,271.96,274.2,1454300,0,Tractor Supply,D8_AUTOMOTIVE / SPORTING GOODS /,24633,FALSE,80542,1046,,,
08/21/1991,274.2,286.07,274.2,286.07,1927500,0,Sears Marketplace,"D1_PAINT, SUNDRIES AND CLEANING",53133,FALSE,132288,1272,,,
08/22/1991,286.07,286.68,283.46,284.55,1574600,0,Amazon,D5_HARDWARE,34493,TRUE,128913,1329,,,
08/23/1991,284.55,287.71,282.61,286.77,1721200,0,WalMart,D5_HARDWARE,2107,FALSE,160082,1703,,,
08/26/1991,286.77,286.77,284.69,286.7,1122800,0,Tractor Supply,D3_ELECTRICAL,44924,TRUE,106502,1034,,,
08/27/1991,286.7,287.38,284.27,286.77,1396700,0,Do it Best,D9_CHRISTMAS,4628,FALSE,172704,1542,,,
08/28/1991,286.77,290.36,286.34,289.88,1656600,0,Menards,"D1_PAINT, SUNDRIES AND CLEANING",52905,FALSE,174356,1916,,,
08/29/1991,289.88,290.92,287.74,288.59,1588000,0,Orchard Supply,D2_HAND AND POWER TOOLS,19646,FALSE,118580,1210,,,
08/30/1991,288.59,289.02,286.05,287.4,1294000,0,Orchard Supply,D9_CHRISTMAS,51328,TRUE,182590,1922,,,
09/03/1991,287.4,287.89,284.11,284.33,1343300,0,Amazon,D2_HAND AND POWER TOOLS,64534,TRUE,96750,1125,,,
09/04/1991,284.33,285.41,280.69,281.82,1540700,0,Orchard Supply,D8_AUTOMOTIVE / SPORTING GOODS /,52680,FALSE,144540,1460,,,
09/05/1991,281.82,282.98,280.36,280.73,1674200,0,Amazon,D4_PLUMBING,44841,TRUE,184303,1631,,,
09/06/1991,280.73,282.07,279.73,279.96,1493300,0,Menards,D8_AUTOMOTIVE / SPORTING GOODS /,57709,TRUE,107485,1295,,,
